url,id_inmueble,precio,titulo,tipo_inmueble,calle,colonia,alcaldia,cp,recamaras,banos,m2_construidos,estacionamientos,antiguedad,amenidades,precio_m2_colonia,latitud,longitud,fecha_extraccion
https://propiedades.com/inmuebles/departamento-en-venta-av-alvaro-obregon-hipodromo-df-30509729#pagina=17&tipos=residencial-venta&area=df&pos=30,30432884.0,7425000.0,"Departamento disponible en venta en Av. Álvaro Obregón, Colonia Hipódromo, C.P. 06100",Departamento,Avenida Álvaro Obregón,Hipódromo,Cuauhtémoc,6100.0,2.0,2.0,0.0,2.0,,[],62600.0,19.416286,-99.169398,2025-11-30 02:08:22
https://propiedades.com/inmuebles/departamento-en-venta-laguna-de-guzman-anahuac-i-secc-11320-ciudad-de-mexico-cdmx-anahuac-ii-seccion-df-30255443#pagina=26&tipos=residencial-venta&area=df&pos=6,30018056.0,3950000.0,"Se vende departamento en Laguna de Guzman, Anáhuac I Secc., 11320 Ciudad de México, CDMX, Colonia Anahuac II Sección, C.P. 11320",Departamento,Laguna de Guzman,Anahuac Ii Sección,Miguel Hidalgo,11320.0,1.0,2.0,,1.0,6.0,[],39760.0,19.407116,-99.190617,2025-11-30 02:08:37
https://propiedades.com/inmuebles/departamento-en-venta-celestun-heroes-de-padierna-df-27991302#pagina=9&tipos=residencial-venta&area=df&pos=29,30518753.0,3800000.0,"Departamento disponible en venta en Celestun, Colonia Héroes de Padierna, C.P. 14200",Departamento,Celestun,Héroes de Padierna,Tlalpan,14200.0,2.0,2.0,119.0,1.0,2.0,[],25680.0,19.283281,-99.221841,2025-11-30 02:08:53
https://propiedades.com/inmuebles/casa-en-venta-jaina-letran-valle-benito-juarez-03650-ciudad-de-mexico-cdmx-sn-letran-valle-df-30494524#pagina=23&tipos=residencial-venta&area=df&pos=40,30580553.0,11150000.0,"Se vende casa en Jaina, Letran Valle, Benito Juárez, 03650 Ciudad de México, CDMX #s/n, Colonia Letrán Valle, C.P. 03650",Casa,Jaina,Letrán Valle,Benito Juárez,3650.0,3.0,3.0,106.0,2.0,15.0,"['Cisterna', 'Telefonía']",41420.0,19.374119,-99.152255,2025-11-30 02:09:08
https://propiedades.com/inmuebles/departamento-en-venta-santa-fe-cuajimalpa-df-27223587#pagina=20&tipos=residencial-venta&area=df&pos=22,28792472.0,4800000.0,"Venta de departamento en _ , Colonia Santa Fe Cuajimalpa, C.P. 05348",Departamento,,Santa Fe Cuajimalpa,Cuajimalpa,5348.0,2.0,2.0,6.0,2.0,15.0,[],52900.0,19.358168,-99.272261,2025-11-30 02:09:25
https://propiedades.com/inmuebles/casa-en-venta-cjon-del-bosque-san-jeronimo-lidice-10200-ciudad-de-mexico-cdmx-24-san-jeronimo-lidice-df-30452682#pagina=7&tipos=residencial-venta&area=df&pos=33,27383582.0,12790000.0,"Venta de casa Cjon. del Bosque, San Jerónimo Lídice, 10200 Ciudad de México, CDMX #24, Colonia San Jerónimo Lídice, C.P. 10200",Casa,,San Jerónimo Lídice,La Magdalena Contreras,10200.0,4.0,4.0,290.0,2.0,19.0,['Cisterna'],31770.0,19.326719,-99.22256,2025-11-30 02:09:45
https://propiedades.com/inmuebles/departamento-en-venta-departamento-en-periferico-sur-los-alpes-con-amenidades-los-alpes-df-30094255#pagina=6&tipos=residencial-venta&area=df&pos=15,29409614.0,6179382.0,"Departamento en venta, DEPARTAMENTO EN PERIFERICO SUR LOS ALPES CON AMENIDADES , Colonia Los Alpes, C.P. 01010",Departamento,Periferico Sur LOS Alpes CON Amenidades,Los Alpes,Álvaro Obregón,1010.0,2.0,2.0,344.0,2.0,1.0,['Cisterna'],59230.0,19.359862,-99.193491,2025-11-30 02:10:01
https://propiedades.com/inmuebles/departamento-en-venta-cmonte-camerun-145-lomas-de-chapultepec-miguel-hidalgo-11000-ciudad-de-mexico-cdmx-145-lomas-de-chapultepec-v-seccion-df-30545194#pagina=12&tipos=residencial-venta&area=df&pos=14,27975207.0,15500000.0,"Venta departamento en C.Monte Camerun 145, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX #145, Colonia Lomas de Chapultepec V Sección, C.P. 11000",Departamento,C.monte Camerun 145,Lomas de Chapultepec V Sección,Miguel Hidalgo,11000.0,3.0,3.0,223.0,2.0,1.0,[],58630.0,19.410697,-99.21981,2025-11-30 02:10:16
https://propiedades.com/inmuebles/departamento-en-venta-calzada-santa-cruz-privanza-santa-97-depto-201-torre-1-san-simon-ticumac-benito-juarez-cdmx-cp-san-simon-ticumac-df-29533164#tipos=residencial-venta&area=df&pos=9,30096667.0,2899000.0,"Se vende departamento Calzada Santa Cruz Privanza Santa 97, Depto 201 Torre 1, San Simon Ticumac, Benito Juárez, CDMX CP. , Colonia San Simón Ticumac, C.P. 03660",Departamento,,San Simón Ticumac,Benito Juárez,3660.0,1.0,2.0,67.0,1.0,19.0,[],35130.0,19.375563,-99.145668,2025-11-30 02:10:31
https://propiedades.com/inmuebles/departamento-en-venta-narvarte-poniente-pitagoras-03020-ciudad-de-mexico-cdmx-sn-narvarte-poniente-df-30417384#pagina=27&tipos=residencial-venta&area=df&pos=31,30517055.0,3695000.0,"Departamento en venta, Narvarte Poniente Pitagoras, 03020 Ciudad de México, CDMX #s/n, Colonia Narvarte Poniente, C.P. 03020",Departamento,Venta,Narvarte Poniente,Benito Juárez,3020.0,2.0,1.0,41.0,2.0,,['Cisterna'],41310.0,19.398537,-99.152126,2025-11-30 02:10:58
https://propiedades.com/inmuebles/departamento-en-venta-insurgentes-mixcoac-df-27477467#pagina=22&tipos=residencial-venta&area=df&pos=30,30439878.0,4500000.0,"Se vende departamento en , Colonia Insurgentes Mixcoac, C.P. 03920",Departamento,,Insurgentes Mixcoac,Benito Juárez,3920.0,2.0,2.0,0.0,1.0,,[],47820.0,19.372323,-99.183668,2025-11-30 02:11:11
https://propiedades.com/inmuebles/departamento-en-venta-paseo-de-los-laureles-bosques-de-las-lomas-bosques-de-las-lomas-df-29072579#pagina=20&tipos=residencial-venta&area=df&pos=12,29724679.0,12600000.0,"Departamento en venta disponible en Paseo de los Laureles, Bosques de las Lomas, Colonia Bosques de las Lomas, C.P. 05120",Departamento,Paseo de los Laureles,Bosques de las Lomas,Cuajimalpa,5120.0,3.0,2.0,0.0,3.0,35.0,[],46010.0,19.390378,-99.249462,2025-11-30 02:11:27
https://propiedades.com/inmuebles/departamento-en-venta-rio-hudson-15-cuauhtemoc-df-29893693#pagina=12&tipos=residencial-venta&area=df&pos=35,29922177.0,4400000.0,"Se vende departamento en Río Hudson #15, Colonia Cuauhtémoc, C.P. 06500",Departamento,Río Hudson #15,Cuauhtémoc,Cuauhtémoc,6500.0,1.0,1.0,55.0,,1.0,['Cisterna'],60120.0,19.426526,-99.174813,2025-11-30 02:11:45
https://propiedades.com/inmuebles/departamento-en-venta-avenida-palmitas-30--ch-palmitas-depto-504-citlalli-alcaldia-iztapalapa-ciudad-de-mexico-cdmx-citlalli-df-30327434#tipos=residencial-venta&area=df&pos=6,30366625.0,1221000.0,"Se vende departamento Avenida palmitas 30 C.H. Palmitas Depto. 504 Citlalli, Alcaldía Iztapalapa, Ciudad de México, CDMX,, Colonia Citlalli, C.P. 09660",Departamento,"Alcaldía Iztapalapa, Ciudad de México",Citlalli,Iztapalapa,9660.0,2.0,1.0,51.0,1.0,20.0,['Cisterna'],14750.0,19.342727,-99.022766,2025-11-30 02:12:01
https://propiedades.com/inmuebles/casa-en-condominio-en-venta-hortensia-florida-df-29834488#pagina=33&tipos=residencial-venta&area=df&pos=21,30036500.0,22450000.0,"Venta de casa en condominio en Hortensia, Colonia Florida, C.P. 01030",Casa,,Florida,Desconocida,1030.0,3.0,3.0,,,15.0,"['Cisterna', 'Telefonía']",,,,2025-11-30 02:12:16
https://propiedades.com/inmuebles/departamento-en-venta-coahuila-252-252-cuajimalpa-df-29493805#pagina=3&tipos=residencial-venta&area=df&pos=20,30073118.0,2040000.0,"Venta de departamento Coahuila 252 #252, Colonia Cuajimalpa, C.P. 05000",Departamento,,Cuajimalpa,Cuajimalpa,5000.0,1.0,1.0,58.0,1.0,10.0,['Cisterna'],35080.0,19.357981,-99.278199,2025-11-30 02:12:33
https://propiedades.com/inmuebles/departamento-en-venta-avenida-chapultepec-49-centro-area-4-df-29985608#pagina=12&tipos=residencial-venta&area=df&pos=47,30296274.0,2320000.0,"Venta de departamento Avenida Chapultepec #49, Colonia Centro (Área 4), C.P. 06040",Departamento,,Centro (área 4),Cuauhtémoc,6040.0,1.0,1.0,32.0,,,['Cisterna'],36970.0,19.43263,-99.133178,2025-11-30 02:12:52
https://propiedades.com/inmuebles/casa-en-condominio-en-venta-prolongacion-abasolo-valle-de-tepepan-df-30082482#pagina=31&tipos=residencial-venta&area=df&pos=46,17981034.0,7900000.0,"Venta de casa en condominio en Prolongación Abasolo, Colonia Valle de Tepepan, C.P. 14646",Casa,Condominio en Prolongación Abasolo,Valle de Tepepan,Xochimilco,14646.0,3.0,3.0,,,7.0,"['Cisterna', 'Telefonía']",,19.263361,-99.104738,2025-11-30 02:13:07
https://propiedades.com/inmuebles/departamento-en-venta-avenida-te-786-dpto-310-granjas-mexico-iztacalco-cdmx-cp-08400-granjas-mexico-df-30163320#tipos=residencial-venta&area=df&pos=1,30555960.0,3037000.0,"Departamento en venta disponible en Avenida Te 786, Dpto 310, Granjas México, Iztacalco, CDMX, C.P. 08400, Colonia Granjas México, C.P. 08400",Departamento,,Granjas México,Iztacalco,8400.0,2.0,1.0,58.0,1.0,15.0,['Cisterna'],29340.0,19.402445,-99.10514,2025-11-30 02:13:25
https://propiedades.com/inmuebles/departamento-en-venta-tercera-cerrada-de-minas--edificio-6c-depto-503-uh-lomas-de-becerra-i-01280-alvaro-obregon-cdmx-lomas-de-becerra-df-30327432#pagina=2&tipos=residencial-venta&area=df&pos=31,29686250.0,1478500.0,"Departamento disponible en venta en Tercera Cerrada de Minas Edificio 6C Depto 503, UH Lomas de Becerra I, 01280, Álvaro Obregón, CDMX, Colonia Lomas de Becerra, C.P. 01279",Departamento,,Lomas de Becerra,Álvaro Obregón,1280.0,1.0,1.0,51.0,1.0,27.0,[],15190.0,19.3818,-99.221075,2025-11-30 02:14:09
https://propiedades.com/inmuebles/departamento-en-venta-club-de-golf-bosques-club-de-golf-bosques-df-30354008#pagina=17&tipos=residencial-venta&area=df&pos=17,29271300.0,3200000.0,"Venta de departamento Club de Golf Bosques, Colonia Club de Golf Bosques, C.P. 05214",Departamento,,Club de Golf Bosques,Desconocida,5214.0,3.0,3.0,403.0,5.0,,[],111520.0,,,2025-11-30 02:14:24
https://propiedades.com/inmuebles/casa-en-condominio-en-venta-antiguo-camino-a-san-mateo-contadero-cuajimalpa-contadero-df-6228836#pagina=19&tipos=residencial-venta&area=df&pos=13,,18750000.0,"Casa en condominio en venta, ANTIGUO CAMINO A SAN MATEO, CONTADERO, CUAJIMALPA, Colonia Contadero, C.P. 05500",Casa,Condominio en Venta,Contadero,Cuajimalpa,5500.0,3.0,,,,48.0,[],,19.346598,-99.299359,2025-11-30 02:14:44
https://propiedades.com/inmuebles/casa-en-venta-privada-5-de-mayo-santa-maria-tepepan-df-24532541#pagina=20&tipos=residencial-venta&area=df&pos=6,30591196.0,10000000.0,"Se vende casa en Privada 5 de mayo, Colonia Santa María Tepepan, C.P. 16020",Casa,Privada 5 de Mayo,Santa María Tepepan,Xochimilco,16020.0,4.0,3.0,357.0,5.0,,[],23720.0,19.274411,-99.136268,2025-11-30 02:15:04
https://propiedades.com/inmuebles/casa-en-venta-cdad-victoria-43-alvaro-obregon-01780-alvaro-obregon-cdmx-43-olivar-de-los-padres-df-30498602#pagina=33&tipos=residencial-venta&area=df&pos=19,30444998.0,5783938.0,"Se vende casa Cdad. Victoria 43, Álvaro Obregón, 01780 Álvaro Obregón, CDMX #43, Colonia Olivar de los Padres, C.P. 01780",Casa,,Olivar de los Padres,Álvaro Obregón,1780.0,3.0,2.0,240.0,1.0,,[],33450.0,19.337409,-99.219657,2025-11-30 02:15:19
https://propiedades.com/inmuebles/casa-en-venta-lerdo-san-jeronimo-aculco-df-30071790#pagina=32&tipos=residencial-venta&area=df&pos=13,30354835.0,12100000.0,"Casa disponible en venta en LERDO, Colonia San Jerónimo Aculco, C.P. 01904",Casa,Lerdo,San Jerónimo Aculco,La Magdalena Contreras,1904.0,3.0,4.0,679.0,6.0,5.0,"['Cisterna', 'Telefonía']",31770.0,19.319946,-99.233711,2025-11-30 02:15:51
https://propiedades.com/inmuebles/departamento-en-venta-calle-republica-de-peru-87-int-14-colonia-centro-cuauhtemoc-ciudad-de-mexico-cp-06010-centro-area-2-df-30327543#tipos=residencial-venta&area=df&pos=18,29445816.0,2917000.0,"Venta de departamento Calle República de Perú 87, Int 14, Colonia Centro, Cuauhtémoc, Ciudad de México, C.P. 06010, Colonia Centro (Área 2), C.P. 06010",Departamento,"Cuauhtémoc, Ciudad de México",Centro (área 2),Cuauhtémoc,6010.0,2.0,1.0,30.0,0.0,6.0,[],36970.0,19.432448,-99.13609,2025-11-30 02:16:10
https://propiedades.com/inmuebles/casa-en-venta-belvedere-14720-ciudad-de-mexico-cdmx-belvedere-ajusco-df-30445178#pagina=7&tipos=residencial-venta&area=df&pos=41,20858558.0,3500000.0,"Casa en venta, Belvedere, 14720 Ciudad de México, CDMX, Colonia Belvedere Ajusco, C.P. 14720",Casa,Venta,Belvedere Ajusco,Desconocida,14720.0,3.0,2.0,,,20.0,"['Cisterna', 'Telefonía']",14570.0,,,2025-11-30 02:16:28
https://propiedades.com/inmuebles/casa-en-venta-moctezuma-aragon-la-villaaragon-07000-ciudad-de-mexico-cdmx-sn-aragon-la-villa-df-30519397#pagina=29&tipos=residencial-venta&area=df&pos=27,30216226.0,9700000.0,"Venta de casa en Moctezuma, Aragón La Villa(Aragón), 07000 Ciudad de México, CDMX #s/n, Colonia Aragón la Villa, C.P. 07000",Casa,Moctezuma,Aragón la Villa,Desconocida,7000.0,3.0,4.0,,6.0,,[],14210.0,,,2025-11-30 02:16:46
https://propiedades.com/inmuebles/departamento-en-venta-alpes-34-los-alpes-alvaro-obregon-01010-ciudad-de-mexico-cdmx-34-los-alpes-df-30518959#pagina=25&tipos=residencial-venta&area=df&pos=46,30304889.0,3871000.0,"Departamento disponible en venta en Alpes 34, Los Alpes, Álvaro Obregón, 01010 Ciudad de México, CDMX #34Int. A-701, Colonia Los Alpes, C.P. 01010",Departamento,Alpes 34,Los Alpes,Álvaro Obregón,1010.0,2.0,1.0,82.0,1.0,6.0,['Cisterna'],59230.0,19.362675,-99.190115,2025-11-30 02:17:03
https://propiedades.com/inmuebles/departamento-en-venta-c-del-fresno-236-sta-maria-la-ribera-cuauhtemoc-06400-ciudad-de-mexico-cdmx-236-santa-maria-la-ribera-df-30447805#pagina=8&tipos=residencial-venta&area=df&pos=28,30319683.0,4200000.0,"Venta departamento en C. del Fresno 236, Sta María la Ribera, Cuauhtémoc, 06400 Ciudad de México, CDMX #236, Colonia Santa Maria La Ribera, C.P. 06400",Departamento,C. del Fresno 236,Santa Maria la Ribera,Cuauhtémoc,6400.0,2.0,1.0,10.0,1.0,1.0,[],36890.0,19.448974,-99.157144,2025-11-30 02:17:34
https://propiedades.com/inmuebles/departamento-en-venta-calz-de-tlalpan-1159-san-simon-benito-juarez-03660-ciudad-de-mexico-cdmx-san-simon-ticumac-df-30327417#pagina=2&tipos=residencial-venta&area=df&pos=36,28979088.0,2666000.0,"Departamento disponible en venta en Calz. de Tlalpan 1159, San Simón, Benito Juárez, 03660 Ciudad de México, CDMX, Colonia San Simón Ticumac, C.P. 03660",Departamento,Calzada de Tlalpan 1159,San Simón Ticumac,Benito Juárez,3660.0,2.0,1.0,43.0,1.0,1.0,[],35130.0,19.367133,-99.142193,2025-11-30 02:17:49
https://propiedades.com/inmuebles/departamento-en-venta-providencia-del-valle-centro-df-29491319#pagina=21&tipos=residencial-venta&area=df&pos=11,29651060.0,13998980.0,"Venta de departamento en Providencia, Colonia Del Valle Centro, C.P. 03100",Departamento,Providencia,Del Valle Centro,Benito Juárez,3100.0,3.0,3.0,380.0,3.0,10.0,[],42630.0,19.386964,-99.169989,2025-11-30 02:18:06
https://propiedades.com/inmuebles/departamento-en-venta-calzada-de-tlalpan-nativitas-df-29547963#pagina=5&tipos=residencial-venta&area=df&pos=24,30473466.0,4308576.0,"Departamento en venta, Calzada de Tlalpan, Colonia Nativitas, C.P. 03500",Departamento,Venta,Nativitas,Tlalpan,3500.0,2.0,2.0,0.0,2026.0,,[],41860.0,19.379394,-99.1402,2025-11-30 02:18:23
https://propiedades.com/inmuebles/departamento-en-venta-del-valle-sur-df-27477064#pagina=23&tipos=residencial-venta&area=df&pos=16,29956004.0,3995000.0,"Se vende departamento en , Colonia Del Valle Sur, C.P. 03104",Departamento,"Benito Juárez, Ciudad de México",Del Valle Sur,Benito Juárez,3104.0,2.0,2.0,100.0,1.0,,[],42630.0,19.389128,-99.175683,2025-11-30 02:18:42
https://propiedades.com/inmuebles/casa-en-venta-fuego-jardines-del-pedregal-df-30087072#pagina=6&tipos=residencial-venta&area=df&pos=33,22864127.0,39500000.0,"Casa disponible en venta en Fuego, Colonia Jardines del Pedregal, C.P. 01900",Casa,Fuego,Jardines del Pedregal,Tlalpan,1900.0,3.0,3.0,200.0,8.0,40.0,"['Cisterna', 'Telefonía']",27820.0,19.2953,-99.209786,2025-11-30 02:19:01
https://propiedades.com/inmuebles/casa-en-venta-victorio-pedregal-de-santa-ursula-df-30369343#pagina=24&tipos=residencial-venta&area=df&pos=1,30355917.0,6290000.0,"Se vende casa en VICTORIO, Colonia Pedregal de Santa Ursula, C.P. 04600",Casa,Victorio,Pedregal de Santa Ursula,Tlalpan,4600.0,5.0,4.0,216.0,2.0,,[],10710.0,19.270487,-99.170138,2025-11-30 02:19:19
https://propiedades.com/inmuebles/departamento-en-venta-calz-de-tlalpan-605-alamos-benito-juarez-03400-ciudad-de-mexico-cdmx-605-alamos-df-30250446#pagina=11&tipos=residencial-venta&area=df&pos=21,30483091.0,2250000.0,"Departamento disponible en venta en Calz. de Tlalpan 605, Álamos, Benito Juárez, 03400 Ciudad de México, CDMX #605Int. 4, Colonia Álamos, C.P. 03400",Departamento,Calzada de Tlalpan 605,Álamos,Benito Juárez,3400.0,2.0,2.0,,,1.0,"['Cisterna', 'Telefonía']",38920.0,19.396509,-99.138054,2025-11-30 02:19:36
https://propiedades.com/inmuebles/departamento-en-venta-avenida-mazatlan-132-condesa-df-30007430#pagina=25&tipos=residencial-venta&area=df&pos=19,28884291.0,7490000.0,"Se vende departamento Avenida Mazatlan #132, Colonia Condesa, C.P. 06140",Departamento,"ubicada en la Condesa, Ciudad de México",Condesa,Cuauhtémoc,6140.0,2.0,2.0,136.0,1.0,,[],62600.0,19.414864,-99.176429,2025-11-30 02:19:52
https://propiedades.com/inmuebles/departamento-en-venta-ciudad-de-los-deportes-df-30549283#pagina=4&tipos=residencial-venta&area=df&pos=2,29912880.0,8670000.0,"Venta departamento en , Colonia Ciudad de los Deportes, C.P. 03710",Departamento,,Ciudad de los Deportes,Benito Juárez,3710.0,3.0,2.0,0.0,2.0,,[],45250.0,19.382422,-99.17616,2025-11-30 02:20:08
https://propiedades.com/inmuebles/departamento-en-venta-victor-hugo-portales-norte-df-30222866#pagina=25&tipos=residencial-venta&area=df&pos=8,30361918.0,3838000.0,"Venta de departamento en VICTOR HUGO, Colonia Portales Norte, C.P. 03303",Departamento,,Portales Norte,Benito Juárez,3303.0,2.0,2.0,60.0,1.0,,[],41970.0,19.368262,-99.149281,2025-11-30 02:20:57
https://propiedades.com/inmuebles/departamento-en-venta-aeropuerto-arenal-ciudad-de-mexico-cdmx-arenal-1a-seccion-df-30545179#pagina=32&tipos=residencial-venta&area=df&pos=34,27530220.0,1138600.0,"Departamento en venta, Aeropuerto Arenal, Ciudad de México, CDMX, Colonia Arenal 1a Sección, C.P. 15600",Departamento,"Aeropuerto Arenal, Ciudad de México",Arenal I Sección,Desconocida,15600.0,2.0,1.0,56.0,1.0,,[],12870.0,,,2025-11-30 02:21:18
https://propiedades.com/inmuebles/departamento-en-venta-satori-santa-fe-cuajimalpa-df-30453876#pagina=17&tipos=residencial-venta&area=df&pos=29,29100075.0,4841955.0,"Departamento en venta disponible en Satori, Colonia Santa Fe Cuajimalpa, C.P. 05348",Departamento,,Santa Fe Cuajimalpa,Cuajimalpa,5348.0,3.0,1.0,88.0,1.0,,[],52900.0,19.358168,-99.272261,2025-11-30 02:21:35
https://propiedades.com/inmuebles/departamento-en-venta-rio-churubusco-granjas-mexico-df-30089470#pagina=21&tipos=residencial-venta&area=df&pos=12,29916881.0,2261805.0,"Se vende departamento en Rio Churubusco, Colonia Granjas México, C.P. 08400",Departamento,Rio Churubusco,Granjas México,Iztacalco,8400.0,2.0,2.0,84.0,1.0,,[],29340.0,19.397143,-99.099153,2025-11-30 02:21:53
https://propiedades.com/inmuebles/departamento-en-venta-narvarte-poniente-03020-ciudad-de-mexico-cdmx-narvarte-poniente-df-30537953#pagina=2&tipos=residencial-venta&area=df&pos=20,30411835.0,5175000.0,"Venta de departamento en Narvarte Poniente, 03020 Ciudad de México, CDMX, Colonia Narvarte Poniente, C.P. 03020",Departamento,Narvarte Poniente,Narvarte Poniente,Benito Juárez,3020.0,2.0,2.0,81.0,2.0,1.0,['Cisterna'],41310.0,19.389297,-99.16122,2025-11-30 02:22:10
https://propiedades.com/inmuebles/departamento-en-venta-lago-andromaco-granada-11529-ciudad-de-mexico-cdmx-ampliacion-granada-df-30407480#pagina=28&tipos=residencial-venta&area=df&pos=16,8269139.0,5950000.0,"Departamento en venta disponible en Lago Andromaco, Granada, 11529 Ciudad de México, CDMX, Colonia Ampliación Granada, C.P. 11529",Departamento,Disponible en Lago Andromaco,Ampliación Granada,Desconocida,11529.0,2.0,2.0,77.0,2.0,10.0,['Cisterna'],65250.0,,,2025-11-30 02:22:26
https://propiedades.com/inmuebles/departamento-en-venta-c-antillas-portales-sur-df-30517687#pagina=26&tipos=residencial-venta&area=df&pos=31,28909306.0,4462908.0,"Venta departamento en C. Antillas , Colonia Portales Sur, C.P. 03300",Departamento,,Portales Sur,Benito Juárez,3300.0,2.0,2.0,4.0,1.0,1.0,['Cisterna'],41970.0,19.361694,-99.148914,2025-11-30 02:22:44
https://propiedades.com/inmuebles/departamento-en-venta-santa-fe-cuajimalpa-df-30569713#pagina=16&tipos=residencial-venta&area=df&pos=15,30390059.0,4.0,"Venta departamento en , Colonia Santa Fe Cuajimalpa, C.P. 05348",Departamento,,Santa Fe Cuajimalpa,Cuajimalpa,5348.0,1.0,1.0,60.0,1.0,17.0,[],52900.0,19.358168,-99.272261,2025-11-30 02:23:00
https://propiedades.com/inmuebles/departamento-en-venta-gabriel-mancera-del-valle-norte-df-30380430#pagina=17&tipos=residencial-venta&area=df&pos=18,29324443.0,2450000.0,"Departamento en venta disponible en Gabriel Mancera, Colonia Del Valle Norte, C.P. 03103",Departamento,Disponible en Gabriel Mancera,Del Valle Norte,Benito Juárez,3103.0,2.0,1.0,70.0,,65.0,[],42630.0,19.373635,-99.157408,2025-11-30 02:23:12
https://propiedades.com/inmuebles/casa-en-venta-prolongacion-5-de-mayo-san-pedro-martir-df-30113813#pagina=4&tipos=residencial-venta&area=df&pos=47,29838913.0,8140000.0,"Venta de casa Prolongación 5 de mayo, Colonia San Pedro Mártir, C.P. 14650",Casa,,San Pedro Mártir,Tlalpan,14650.0,4.0,5.0,650.0,4.0,25.0,[],21830.0,19.266621,-99.167191,2025-11-30 02:23:29
https://propiedades.com/inmuebles/casa-en-venta-abadejos-lomas-de-las-aguilas-df-30180655#pagina=31&tipos=residencial-venta&area=df&pos=32,30514929.0,11400000.0,"Se vende casa en Abadejos, Colonia Lomas de las Águilas, C.P. 01730",Casa,Abadejos,Lomas de las Águilas,Álvaro Obregón,1730.0,3.0,2.0,327.0,,5.0,"['Cisterna', 'Telefonía']",31010.0,19.343836,-99.232578,2025-11-30 02:25:23
https://propiedades.com/inmuebles/departamento-en-venta-reforma-santa-fe-santa-fe-df-5518595#pagina=21&tipos=residencial-venta&area=df&pos=42,29055096.0,765000.0,"Departamento en venta, REFORMA, SANTA FE, Colonia Santa Fe, C.P. 01210",Departamento,,Santa Fe,Álvaro Obregón,1210.0,3.0,5.0,286.0,3.0,5.0,[],52900.0,19.383964,-99.235094,2025-11-30 02:25:44
https://propiedades.com/inmuebles/departamento-en-venta-eje-central-lazaro-cardenas-1040-nueva-industrial-vallejo-gustavo-a-madero-07700-ciudad-de-mexic-1040-nueva-industrial-vallejo-df-30439972#pagina=31&tipos=residencial-venta&area=df&pos=18,30406373.0,2465000.0,"Venta de departamento Eje Central Lázaro Cárdenas 1040, Nueva Industrial Vallejo, Gustavo A. Madero, 07700 Ciudad de Méxic #1040, Colonia Nueva Industrial Vallejo, C.P. 07700",Departamento,,Nueva Industrial Vallejo,Gustavo A. Madero,7700.0,2.0,1.0,60.0,1.0,15.0,['Cisterna'],24860.0,19.512993,-99.152273,2025-11-30 02:26:02
https://propiedades.com/inmuebles/departamento-en-venta-del-valle-sur-df-30380535#pagina=18&tipos=residencial-venta&area=df&pos=5,30432676.0,6470000.0,"Venta de departamento , Colonia Del Valle Sur, C.P. 03104",Departamento,,Del Valle Sur,Benito Juárez,3104.0,2.0,2.0,82.0,2.0,,[],42630.0,19.389128,-99.175683,2025-11-30 02:26:19
https://propiedades.com/inmuebles/departamento-en-venta-departamento-con-terraza-en-barranca-del-muerto-merced-gomez-df-30554235#pagina=25&tipos=residencial-venta&area=df&pos=44,28284770.0,6978000.0,"Venta departamento en DEPARTAMENTO CON TERRAZA EN BARRANCA DEL MUERTO , Colonia Merced Gómez, C.P. 01600",Departamento,Departamento CON Terraza EN Barranca DEL Muerto,Merced Gómez,Álvaro Obregón,1600.0,2.0,2.0,120.0,2.0,1.0,['Cisterna'],45450.0,19.364683,-99.198554,2025-11-30 02:26:38
https://propiedades.com/inmuebles/casa-en-venta-san-bartolo-ameyalco-ciudad-de-mexico-cdmx-22-san-bartolo-ameyalco-df-30532976#pagina=23&tipos=residencial-venta&area=df&pos=21,29396256.0,7500000.0,"Casa en venta, San Bartolo Ameyalco, Ciudad de México, CDMX #22, Colonia San Bartolo Ameyalco, C.P. 01800",Casa,"San Bartolo Ameyalco, Ciudad de México",San Bartolo Ameyalco,Milpa Alta,1800.0,3.0,3.0,0.0,4.0,,[],19020.0,19.191609,-99.023376,2025-11-30 02:26:57
https://propiedades.com/inmuebles/casa-en-venta-avenida-picacho-jardines-del-pedregal-df-30152861#pagina=31&tipos=residencial-venta&area=df&pos=29,29885667.0,47900000.0,"Casa en venta disponible en Avenida Picacho, Colonia Jardines del Pedregal, C.P. 01900",Casa,Avenida Picacho,Jardines del Pedregal,Tlalpan,1900.0,3.0,3.0,120.0,8.0,5.0,"['Cisterna', 'Telefonía']",27820.0,19.2953,-99.209786,2025-11-30 02:27:13
https://propiedades.com/inmuebles/departamento-en-venta-romulo-ofarril-468-olivar-de-los-padres-df-27445420#pagina=29&tipos=residencial-venta&area=df&pos=15,30537820.0,5185000.0,"Departamento disponible en venta en Romulo O´Farril #468, Colonia Olivar de los Padres, C.P. 01780",Departamento,"Álvaro Obregón, Ciudad de México",Olivar de los Padres,Álvaro Obregón,1780.0,3.0,2.0,115.0,2.0,,[],38570.0,19.33758,-99.244896,2025-11-30 02:27:34
